market,ticker,month,currency,priceReturn,totalReturn,fxReturn,benchmarkId,isProxy,proxyTicker,dataStatus
KR,005930,2026-03-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2026-04-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2026-05-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2026-06-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,069500,2016-07-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2016-08-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2016-09-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2016-10-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2016-11-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2016-12-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2017-01-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2017-02-28,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2017-03-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2017-04-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2017-05-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2017-06-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2017-07-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2017-08-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2017-09-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2017-10-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2017-11-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2017-12-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2018-01-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2018-02-28,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2018-03-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2018-04-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2018-05-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2018-06-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2018-07-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2018-08-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2018-09-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2018-10-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2018-11-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2018-12-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2019-01-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2019-02-28,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2019-03-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2019-04-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2019-05-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2019-06-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2019-07-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2019-08-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2019-09-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2019-10-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2019-11-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2019-12-31,KRW,-0.065200,-0.063200,0.000000,KOSPI200,false,,fixture
KR,069500,2020-01-31,KRW,-0.095200,-0.095200,0.000000,KOSPI200,false,,fixture
KR,069500,2020-02-29,KRW,-0.115200,-0.115200,0.000000,KOSPI200,false,,fixture
KR,069500,2020-03-31,KRW,0.044800,0.046799,0.000000,KOSPI200,false,,fixture
KR,069500,2020-04-30,KRW,0.034800,0.034800,0.000000,KOSPI200,false,,fixture
KR,069500,2020-05-31,KRW,0.044800,0.044800,0.000000,KOSPI200,false,,fixture
KR,069500,2020-06-30,KRW,0.034800,0.036800,0.000000,KOSPI200,false,,fixture
KR,069500,2020-07-31,KRW,0.029800,0.029800,0.000000,KOSPI200,false,,fixture
KR,069500,2020-08-31,KRW,0.024800,0.024800,0.000000,KOSPI200,false,,fixture
KR,069500,2020-09-30,KRW,0.022800,0.024800,0.000000,KOSPI200,false,,fixture
KR,069500,2020-10-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2020-11-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2020-12-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2021-01-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2021-02-28,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2021-03-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2021-04-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2021-05-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2021-06-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2021-07-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2021-08-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2021-09-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2021-10-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2021-11-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2021-12-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2022-01-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2022-02-28,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2022-03-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2022-04-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2022-05-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2022-06-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2022-07-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2022-08-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2022-09-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2022-10-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2022-11-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2022-12-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2023-01-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2023-02-28,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2023-03-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2023-04-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2023-05-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2023-06-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2023-07-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2023-08-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2023-09-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2023-10-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2023-11-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2023-12-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2024-01-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2024-02-29,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2024-03-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2024-04-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2024-05-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2024-06-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2024-07-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2024-08-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2024-09-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2024-10-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2024-11-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2024-12-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2025-01-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2025-02-28,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2025-03-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2025-04-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2025-05-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2025-06-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2025-07-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2025-08-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2025-09-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2025-10-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2025-11-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2025-12-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2026-01-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2026-02-28,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2026-03-31,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,069500,2026-04-30,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2026-05-31,KRW,0.004800,0.004800,0.000000,KOSPI200,false,,fixture
KR,069500,2026-06-30,KRW,0.004800,0.006800,0.000000,KOSPI200,false,,fixture
KR,123456,2023-08-31,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2023-09-30,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2023-10-31,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2023-11-30,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2023-12-31,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2024-01-31,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2024-02-29,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2024-03-31,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2024-04-30,KRW,0.002001,0.002001,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2024-05-31,KRW,-0.078001,-0.078001,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2024-06-30,KRW,-0.058000,-0.058000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2024-07-31,KRW,-0.038000,-0.038000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2024-08-31,KRW,0.032000,0.032000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2024-09-30,KRW,0.027000,0.027000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2024-10-31,KRW,0.022001,0.022001,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2024-11-30,KRW,0.016999,0.016999,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2024-12-31,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2025-01-31,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2025-02-28,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2025-03-31,KRW,0.002001,0.002001,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2025-04-30,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2025-05-31,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2025-06-30,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2025-07-31,KRW,0.001999,0.001999,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2025-08-31,KRW,0.002001,0.002001,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2025-09-30,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2025-10-31,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2025-11-30,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2025-12-31,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2026-01-31,KRW,0.001999,0.001999,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2026-02-28,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2026-03-31,KRW,0.002001,0.002001,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2026-04-30,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2026-05-31,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
KR,123456,2026-06-30,KRW,0.002000,0.002000,0.000000,KOSPI200,true,069500,fixture_dividend_missing
US,MSFT,2016-07-31,USD,0.009412,0.009412,0.000000,SP500,false,,fixture
US,MSFT,2016-08-31,USD,0.009518,0.009518,0.000000,SP500,false,,fixture
US,MSFT,2016-09-30,USD,0.009621,0.011146,0.000000,SP500,false,,fixture
US,MSFT,2016-10-31,USD,0.009529,0.009529,0.000000,SP500,false,,fixture
US,MSFT,2016-11-30,USD,0.009439,0.009439,0.000000,SP500,false,,fixture
US,MSFT,2016-12-31,USD,0.009538,0.011020,0.000000,SP500,false,,fixture
US,MSFT,2017-01-31,USD,0.009448,0.009448,0.000000,SP500,false,,fixture
US,MSFT,2017-02-28,USD,0.009543,0.009543,0.000000,SP500,false,,fixture
US,MSFT,2017-03-31,USD,0.009453,0.010893,0.000000,SP500,false,,fixture
US,MSFT,2017-04-30,USD,0.009544,0.009544,0.000000,SP500,false,,fixture
US,MSFT,2017-05-31,USD,0.009454,0.009454,0.000000,SP500,false,,fixture
US,MSFT,2017-06-30,USD,0.009542,0.011118,0.000000,SP500,false,,fixture
US,MSFT,2017-07-31,USD,0.009452,0.009452,0.000000,SP500,false,,fixture
US,MSFT,2017-08-31,USD,0.009537,0.009537,0.000000,SP500,false,,fixture
US,MSFT,2017-09-30,USD,0.009447,0.010978,0.000000,SP500,false,,fixture
US,MSFT,2017-10-31,USD,0.009529,0.009529,0.000000,SP500,false,,fixture
US,MSFT,2017-11-30,USD,0.009439,0.009439,0.000000,SP500,false,,fixture
US,MSFT,2017-12-31,USD,0.009517,0.011006,0.000000,SP500,false,,fixture
US,MSFT,2018-01-31,USD,0.009593,0.009593,0.000000,SP500,false,,fixture
US,MSFT,2018-02-28,USD,0.009502,0.009502,0.000000,SP500,false,,fixture
US,MSFT,2018-03-31,USD,0.009413,0.010859,0.000000,SP500,false,,fixture
